Step	Part	Number	FreeCAD Label	Direction Coordinates	Filename
1 Align the base - Parts	Base	1	Base001	[0.577350378036499, -0.5773500800132751, 0.5773503184318542, 0.707106775798902, 0.707106847070051, -2.937312615358678e-07]	base001.svg
