Step	Part	Number	FreeCAD Label	Direction Coordinates	Filename
5 Insert the screw - Parts	Screw	1	Screw001	[0.577350378036499, -0.5773500800132751, 0.5773503184318542, 0.707106775798902, 0.707106847070051, -2.937312615358678e-07]	screw001.svg
